contact_sheet_index,original_filename,current_filename,new_filename,source_type,creator,ownership,tier,visual_family,secondary_tags,destination_path,rename_status,rationale,notes
8,photo_8_2026-07-16_01-21-36.jpg,photo_8_2026-07-16_01-21-36.jpg,place-02-small-overgrown-studio.jpg,external-reference,unknown,inspiration-only,primary,place-memory-thresholds,,references/external/primary/place-memory-thresholds/place-02-small-overgrown-studio.jpg,approved,Explicitly assigned primary external reference.,
9,photo_9_2026-07-16_01-21-36.jpg,photo_9_2026-07-16_01-21-36.jpg,optical-02-botanical-shadow-on-siding.jpg,external-reference,unknown,inspiration-only,primary,optical-analogue,,references/external/primary/optical-analogue/optical-02-botanical-shadow-on-siding.jpg,approved,Explicitly assigned primary external reference.,
10,photo_10_2026-07-16_01-21-36.jpg,photo_10_2026-07-16_01-21-36.jpg,optical-03-domestic-optical-apparatus.jpg,external-reference,unknown,inspiration-only,primary,optical-analogue,,references/external/primary/optical-analogue/optical-03-domestic-optical-apparatus.jpg,approved,Explicitly assigned primary external reference.,
12,photo_12_2026-07-16_01-21-36.jpg,photo_12_2026-07-16_01-21-36.jpg,archival-04-dark-room-window-and-chair.jpg,external-reference,unknown,inspiration-only,primary,archival-scholarly,,references/external/primary/archival-scholarly/archival-04-dark-room-window-and-chair.jpg,approved,Explicitly assigned primary external reference.,
14,photo_14_2026-07-16_01-21-36.jpg,photo_14_2026-07-16_01-21-36.jpg,optical-04-branch-reflection-in-glass.jpg,external-reference,unknown,inspiration-only,primary,optical-analogue,,references/external/primary/optical-analogue/optical-04-branch-reflection-in-glass.jpg,approved,Explicitly assigned primary external reference.,
15,photo_15_2026-07-16_01-21-36.jpg,photo_15_2026-07-16_01-21-36.jpg,archival-05-fin-de-siecle-dining-interior.jpg,external-reference,unknown,inspiration-only,primary,archival-scholarly,,references/external/primary/archival-scholarly/archival-05-fin-de-siecle-dining-interior.jpg,approved,Explicitly assigned primary external reference.,
19,photo_19_2026-07-16_01-21-36.jpg,photo_19_2026-07-16_01-21-36.jpg,archival-06-institutional-reading-room.jpg,external-reference,unknown,inspiration-only,primary,archival-scholarly,,references/external/primary/archival-scholarly/archival-06-institutional-reading-room.jpg,approved,Explicitly assigned primary external reference.,
25,photo_25_2026-07-16_01-21-36.jpg,photo_25_2026-07-16_01-21-36.jpg,optical-05-translucent-curtain.jpg,external-reference,unknown,inspiration-only,primary,optical-analogue,,references/external/primary/optical-analogue/optical-05-translucent-curtain.jpg,approved,Explicitly assigned primary external reference.,
28,photo_28_2026-07-16_01-21-36.jpg,photo_28_2026-07-16_01-21-36.jpg,place-03-severe-coastal-house.jpg,external-reference,unknown,inspiration-only,primary,place-memory-thresholds,,references/external/primary/place-memory-thresholds/place-03-severe-coastal-house.jpg,approved,Explicitly assigned primary external reference.,
31,photo_31_2026-07-16_01-21-36.jpg,photo_31_2026-07-16_01-21-36.jpg,place-04-porch-with-rocking-chairs.jpg,external-reference,unknown,inspiration-only,primary,place-memory-thresholds,,references/external/primary/place-memory-thresholds/place-04-porch-with-rocking-chairs.jpg,approved,Explicitly assigned primary external reference.,
34,photo_34_2026-07-16_01-21-36.jpg,photo_34_2026-07-16_01-21-36.jpg,place-05-house-with-climbing-flowers.jpg,external-reference,unknown,inspiration-only,primary,place-memory-thresholds,,references/external/primary/place-memory-thresholds/place-05-house-with-climbing-flowers.jpg,approved,Explicitly assigned primary external reference.,
38,photo_38_2026-07-16_01-21-36.jpg,photo_38_2026-07-16_01-21-36.jpg,optical-06-circular-aperture-mechanism.jpg,external-reference,unknown,inspiration-only,primary,optical-analogue,,references/external/primary/optical-analogue/optical-06-circular-aperture-mechanism.jpg,approved,Explicitly assigned primary external reference.,
44,photo_44_2026-07-16_01-21-36.jpg,photo_44_2026-07-16_01-21-36.jpg,archival-07-historic-funerary-vehicle.jpg,external-reference,unknown,inspiration-only,primary,archival-scholarly,,references/external/primary/archival-scholarly/archival-07-historic-funerary-vehicle.jpg,approved,Explicitly assigned primary external reference.,
45,photo_45_2026-07-16_01-21-36.jpg,photo_45_2026-07-16_01-21-36.jpg,optical-07-dark-corridor-blue-threshold.jpg,external-reference,unknown,inspiration-only,primary,optical-analogue,,references/external/primary/optical-analogue/optical-07-dark-corridor-blue-threshold.jpg,approved,Explicitly assigned primary external reference.,
46,photo_46_2026-07-16_01-21-36.jpg,photo_46_2026-07-16_01-21-36.jpg,optical-08-pink-light-and-water.jpg,external-reference,unknown,inspiration-only,primary,optical-analogue,,references/external/primary/optical-analogue/optical-08-pink-light-and-water.jpg,approved,Explicitly assigned primary external reference.,
48,photo_48_2026-07-16_01-21-36.jpg,photo_48_2026-07-16_01-21-36.jpg,place-06-foggy-institutional-exterior.jpg,external-reference,unknown,inspiration-only,primary,place-memory-thresholds,,references/external/primary/place-memory-thresholds/place-06-foggy-institutional-exterior.jpg,approved,Explicitly assigned primary external reference.,
49,photo_49_2026-07-16_01-21-36.jpg,photo_49_2026-07-16_01-21-36.jpg,optical-09-lit-archway-over-water.jpg,external-reference,unknown,inspiration-only,primary,optical-analogue,,references/external/primary/optical-analogue/optical-09-lit-archway-over-water.jpg,approved,Explicitly assigned primary external reference.,
67,photo_67_2026-07-16_01-21-36.jpg,photo_67_2026-07-16_01-21-36.jpg,optical-10-violet-fog-landscape.jpg,external-reference,unknown,inspiration-only,primary,optical-analogue,,references/external/primary/optical-analogue/optical-10-violet-fog-landscape.jpg,approved,Explicitly assigned primary external reference.,
69,photo_69_2026-07-16_01-21-36.jpg,photo_69_2026-07-16_01-21-36.jpg,optical-11-blue-green-flowers.jpg,external-reference,unknown,inspiration-only,primary,optical-analogue,,references/external/primary/optical-analogue/optical-11-blue-green-flowers.jpg,approved,Explicitly assigned primary external reference.,
2,photo_2_2026-07-16_01-21-36.jpg,photo_2_2026-07-16_01-21-36.jpg,optical-12-magenta-cream-color-field.jpg,external-reference,unknown,inspiration-only,secondary,optical-analogue,,references/external/secondary/optical-analogue/optical-12-magenta-cream-color-field.jpg,approved,Explicitly assigned secondary external reference.,
7,photo_7_2026-07-16_01-21-36.jpg,photo_7_2026-07-16_01-21-36.jpg,place-07-ornamented-vertical-facade.jpg,external-reference,unknown,inspiration-only,secondary,place-memory-thresholds,,references/external/secondary/place-memory-thresholds/place-07-ornamented-vertical-facade.jpg,approved,Explicitly assigned secondary external reference.,
11,photo_11_2026-07-16_01-21-36.jpg,photo_11_2026-07-16_01-21-36.jpg,specimen-01-framed-historic-photograph.jpg,external-reference,unknown,inspiration-only,secondary,specimen-object,,references/external/secondary/specimen-object/specimen-01-framed-historic-photograph.jpg,approved,Explicitly assigned secondary external reference.,
13,photo_13_2026-07-16_01-21-36.jpg,photo_13_2026-07-16_01-21-36.jpg,optical-13-lens-flare-through-canopy.jpg,external-reference,unknown,inspiration-only,secondary,optical-analogue,,references/external/secondary/optical-analogue/optical-13-lens-flare-through-canopy.jpg,approved,Explicitly assigned secondary external reference.,
16,photo_16_2026-07-16_01-21-36.jpg,photo_16_2026-07-16_01-21-36.jpg,place-08-silhouette-at-window.jpg,external-reference,unknown,inspiration-only,secondary,place-memory-thresholds,,references/external/secondary/place-memory-thresholds/place-08-silhouette-at-window.jpg,approved,Explicitly assigned secondary external reference.,
27,photo_27_2026-07-16_01-21-36.jpg,photo_27_2026-07-16_01-21-36.jpg,place-09-flooded-institutional-building.jpg,external-reference,unknown,inspiration-only,secondary,place-memory-thresholds,,references/external/secondary/place-memory-thresholds/place-09-flooded-institutional-building.jpg,approved,Explicitly assigned secondary external reference.,
29,photo_29_2026-07-16_01-21-36.jpg,photo_29_2026-07-16_01-21-36.jpg,place-10-isolated-stone-coastal-house.jpg,external-reference,unknown,inspiration-only,secondary,place-memory-thresholds,,references/external/secondary/place-memory-thresholds/place-10-isolated-stone-coastal-house.jpg,approved,Explicitly assigned secondary external reference.,
30,photo_30_2026-07-16_01-21-36.jpg,photo_30_2026-07-16_01-21-36.jpg,place-11-small-coastal-tower.jpg,external-reference,unknown,inspiration-only,secondary,place-memory-thresholds,,references/external/secondary/place-memory-thresholds/place-11-small-coastal-tower.jpg,approved,Explicitly assigned secondary external reference.,
33,photo_33_2026-07-16_01-21-36.jpg,photo_33_2026-07-16_01-21-36.jpg,place-12-layered-exterior-stairways.jpg,external-reference,unknown,inspiration-only,secondary,place-memory-thresholds,,references/external/secondary/place-memory-thresholds/place-12-layered-exterior-stairways.jpg,approved,Explicitly assigned secondary external reference.,
35,photo_35_2026-07-16_01-21-36.jpg,photo_35_2026-07-16_01-21-36.jpg,place-13-reflective-pastel-landscape.jpg,external-reference,unknown,inspiration-only,secondary,place-memory-thresholds,,references/external/secondary/place-memory-thresholds/place-13-reflective-pastel-landscape.jpg,approved,Explicitly assigned secondary external reference.,
37,photo_37_2026-07-16_01-21-36.jpg,photo_37_2026-07-16_01-21-36.jpg,archival-08-botanical-figure-interior.jpg,external-reference,unknown,inspiration-only,secondary,archival-scholarly,,references/external/secondary/archival-scholarly/archival-08-botanical-figure-interior.jpg,approved,Explicitly assigned secondary external reference.,
41,photo_41_2026-07-16_01-21-36.jpg,photo_41_2026-07-16_01-21-36.jpg,specimen-02-obscured-floral-painting.jpg,external-reference,unknown,inspiration-only,secondary,specimen-object,,references/external/secondary/specimen-object/specimen-02-obscured-floral-painting.jpg,approved,Explicitly assigned secondary external reference.,
42,photo_42_2026-07-16_01-21-36.jpg,photo_42_2026-07-16_01-21-36.jpg,specimen-03-smeared-botanical-painting.jpg,external-reference,unknown,inspiration-only,secondary,specimen-object,,references/external/secondary/specimen-object/specimen-03-smeared-botanical-painting.jpg,approved,Explicitly assigned secondary external reference.,
51,photo_51_2026-07-16_01-21-36.jpg,photo_51_2026-07-16_01-21-36.jpg,specimen-04-faceted-geometric-object.jpg,external-reference,unknown,inspiration-only,secondary,specimen-object,,references/external/secondary/specimen-object/specimen-04-faceted-geometric-object.jpg,approved,Explicitly assigned secondary external reference.,
53,photo_53_2026-07-16_01-21-36.jpg,photo_53_2026-07-16_01-21-36.jpg,specimen-05-microscopic-particle-field.jpg,external-reference,unknown,inspiration-only,secondary,specimen-object,,references/external/secondary/specimen-object/specimen-05-microscopic-particle-field.jpg,approved,Explicitly assigned secondary external reference.,
54,photo_54_2026-07-16_01-21-36.jpg,photo_54_2026-07-16_01-21-36.jpg,archival-09-draped-figure-at-furniture.jpg,external-reference,unknown,inspiration-only,secondary,archival-scholarly,,references/external/secondary/archival-scholarly/archival-09-draped-figure-at-furniture.jpg,approved,Explicitly assigned secondary external reference.,
60,photo_60_2026-07-16_01-21-36.jpg,photo_60_2026-07-16_01-21-36.jpg,place-14-marsh-with-hovering-lights.jpg,external-reference,unknown,inspiration-only,secondary,place-memory-thresholds,,references/external/secondary/place-memory-thresholds/place-14-marsh-with-hovering-lights.jpg,approved,Explicitly assigned secondary external reference.,
61,photo_61_2026-07-16_01-21-36.jpg,photo_61_2026-07-16_01-21-36.jpg,place-15-blue-nocturne-landscape.jpg,external-reference,unknown,inspiration-only,secondary,place-memory-thresholds,,references/external/secondary/place-memory-thresholds/place-15-blue-nocturne-landscape.jpg,approved,Explicitly assigned secondary external reference.,
62,photo_62_2026-07-16_01-21-36.jpg,photo_62_2026-07-16_01-21-36.jpg,place-16-misty-field-at-dawn.jpg,external-reference,unknown,inspiration-only,secondary,place-memory-thresholds,,references/external/secondary/place-memory-thresholds/place-16-misty-field-at-dawn.jpg,approved,Explicitly assigned secondary external reference.,
64,photo_64_2026-07-16_01-21-36.jpg,photo_64_2026-07-16_01-21-36.jpg,place-17-pale-sun-over-open-land.jpg,external-reference,unknown,inspiration-only,secondary,place-memory-thresholds,,references/external/secondary/place-memory-thresholds/place-17-pale-sun-over-open-land.jpg,approved,Explicitly assigned secondary external reference.,
68,photo_68_2026-07-16_01-21-36.jpg,photo_68_2026-07-16_01-21-36.jpg,optical-14-teal-obscured-landscape.jpg,external-reference,unknown,inspiration-only,secondary,optical-analogue,,references/external/secondary/optical-analogue/optical-14-teal-obscured-landscape.jpg,approved,Explicitly assigned secondary external reference.,
74,photo_74_2026-07-16_01-21-36.jpg,photo_74_2026-07-16_01-21-36.jpg,specimen-06-vertical-cabinet-of-skulls.jpg,external-reference,unknown,inspiration-only,secondary,specimen-object,,references/external/secondary/specimen-object/specimen-06-vertical-cabinet-of-skulls.jpg,approved,Explicitly assigned secondary external reference.,
55,photo_55_2026-07-16_01-21-36.jpg,photo_55_2026-07-16_01-21-36.jpg,quarantine-gothic-01-ritual-room.jpg,external-reference,unknown,inspiration-only,quarantine,literal-gothic,,references/external/quarantine/too-literal-gothic/quarantine-gothic-01-ritual-room.jpg,approved,"Too literal, iconographic, synthetic, or narratively gothic. Risks replacing subtle optical uncanniness with occult or horror shorthand.",
56,photo_56_2026-07-16_01-21-36.jpg,photo_56_2026-07-16_01-21-36.jpg,quarantine-gothic-02-ritual-room-variant.jpg,external-reference,unknown,inspiration-only,quarantine,literal-gothic,,references/external/quarantine/too-literal-gothic/quarantine-gothic-02-ritual-room-variant.jpg,approved,"Too literal, iconographic, synthetic, or narratively gothic. Risks replacing subtle optical uncanniness with occult or horror shorthand.",
57,photo_57_2026-07-16_01-21-36.jpg,photo_57_2026-07-16_01-21-36.jpg,quarantine-gothic-03-cloaked-figure-at-window.jpg,external-reference,unknown,inspiration-only,quarantine,literal-gothic,,references/external/quarantine/too-literal-gothic/quarantine-gothic-03-cloaked-figure-at-window.jpg,approved,"Too literal, iconographic, synthetic, or narratively gothic. Risks replacing subtle optical uncanniness with occult or horror shorthand.",
58,photo_58_2026-07-16_01-21-36.jpg,photo_58_2026-07-16_01-21-36.jpg,quarantine-gothic-04-cloaked-figures-interior.jpg,external-reference,unknown,inspiration-only,quarantine,literal-gothic,,references/external/quarantine/too-literal-gothic/quarantine-gothic-04-cloaked-figures-interior.jpg,approved,"Too literal, iconographic, synthetic, or narratively gothic. Risks replacing subtle optical uncanniness with occult or horror shorthand.",
59,photo_59_2026-07-16_01-21-36.jpg,photo_59_2026-07-16_01-21-36.jpg,quarantine-gothic-05-cloaked-figure-and-mirror.jpg,external-reference,unknown,inspiration-only,quarantine,literal-gothic,,references/external/quarantine/too-literal-gothic/quarantine-gothic-05-cloaked-figure-and-mirror.jpg,approved,"Too literal, iconographic, synthetic, or narratively gothic. Risks replacing subtle optical uncanniness with occult or horror shorthand.",
71,photo_71_2026-07-16_01-21-36.jpg,photo_71_2026-07-16_01-21-36.jpg,quarantine-gothic-06-mourning-room.jpg,external-reference,unknown,inspiration-only,quarantine,literal-gothic,,references/external/quarantine/too-literal-gothic/quarantine-gothic-06-mourning-room.jpg,approved,"Too literal, iconographic, synthetic, or narratively gothic. Risks replacing subtle optical uncanniness with occult or horror shorthand.",
72,photo_72_2026-07-16_01-21-36.jpg,photo_72_2026-07-16_01-21-36.jpg,quarantine-gothic-07-processional-room.jpg,external-reference,unknown,inspiration-only,quarantine,literal-gothic,,references/external/quarantine/too-literal-gothic/quarantine-gothic-07-processional-room.jpg,approved,"Too literal, iconographic, synthetic, or narratively gothic. Risks replacing subtle optical uncanniness with occult or horror shorthand.",
73,photo_73_2026-07-16_01-21-36.jpg,photo_73_2026-07-16_01-21-36.jpg,quarantine-gothic-08-gothic-assembly-hall.jpg,external-reference,unknown,inspiration-only,quarantine,literal-gothic,,references/external/quarantine/too-literal-gothic/quarantine-gothic-08-gothic-assembly-hall.jpg,approved,"Too literal, iconographic, synthetic, or narratively gothic. Risks replacing subtle optical uncanniness with occult or horror shorthand.",
75,photo_75_2026-07-16_01-21-36.jpg,photo_75_2026-07-16_01-21-36.jpg,quarantine-gothic-09-figure-and-covered-mirror.jpg,external-reference,unknown,inspiration-only,quarantine,literal-gothic,,references/external/quarantine/too-literal-gothic/quarantine-gothic-09-figure-and-covered-mirror.jpg,approved,"Too literal, iconographic, synthetic, or narratively gothic. Risks replacing subtle optical uncanniness with occult or horror shorthand.",
76,photo_76_2026-07-16_01-21-36.jpg,photo_76_2026-07-16_01-21-36.jpg,quarantine-gothic-10-cloaked-figure-in-room.jpg,external-reference,unknown,inspiration-only,quarantine,literal-gothic,,references/external/quarantine/too-literal-gothic/quarantine-gothic-10-cloaked-figure-in-room.jpg,approved,"Too literal, iconographic, synthetic, or narratively gothic. Risks replacing subtle optical uncanniness with occult or horror shorthand.",
20,photo_20_2026-07-16_01-21-36.jpg,photo_20_2026-07-16_01-21-36.jpg,peripheral-01-synthetic-laboratory-portrait.jpg,external-reference,unknown,inspiration-only,quarantine,peripheral-or-misaligned,,references/external/quarantine/peripheral-or-misaligned/peripheral-01-synthetic-laboratory-portrait.jpg,approved,Explicitly quarantined as peripheral or misaligned to the core system.,
26,photo_26_2026-07-16_01-21-36.jpg,photo_26_2026-07-16_01-21-36.jpg,peripheral-02-spectacular-storm-cloud.jpg,external-reference,unknown,inspiration-only,quarantine,peripheral-or-misaligned,,references/external/quarantine/peripheral-or-misaligned/peripheral-02-spectacular-storm-cloud.jpg,approved,Explicitly quarantined as peripheral or misaligned to the core system.,
39,photo_39_2026-07-16_01-21-36.jpg,photo_39_2026-07-16_01-21-36.jpg,peripheral-03-neon-urban-night.jpg,external-reference,unknown,inspiration-only,quarantine,peripheral-or-misaligned,,references/external/quarantine/peripheral-or-misaligned/peripheral-03-neon-urban-night.jpg,approved,Explicitly quarantined as peripheral or misaligned to the core system.,
40,photo_40_2026-07-16_01-21-36.jpg,photo_40_2026-07-16_01-21-36.jpg,peripheral-04-blue-faceted-craft-gems.jpg,external-reference,unknown,inspiration-only,quarantine,peripheral-or-misaligned,,references/external/quarantine/peripheral-or-misaligned/peripheral-04-blue-faceted-craft-gems.jpg,approved,Explicitly quarantined as peripheral or misaligned to the core system.,
70,photo_70_2026-07-16_01-21-36.jpg,photo_70_2026-07-16_01-21-36.jpg,peripheral-05-duplicate-storm-cloud.jpg,external-reference,unknown,inspiration-only,quarantine,peripheral-or-misaligned,,references/external/quarantine/peripheral-or-misaligned/peripheral-05-duplicate-storm-cloud.jpg,approved,Explicitly quarantined as peripheral or misaligned to the core system.,
77,photo_77_2026-07-16_01-21-36.jpg,photo_77_2026-07-16_01-21-36.jpg,peripheral-06-decadent-editorial-portrait.jpg,external-reference,unknown,inspiration-only,quarantine,peripheral-or-misaligned,,references/external/quarantine/peripheral-or-misaligned/peripheral-06-decadent-editorial-portrait.jpg,approved,Explicitly quarantined as peripheral or misaligned to the core system.,
78,photo_78_2026-07-16_01-21-36.jpg,photo_78_2026-07-16_01-21-36.jpg,peripheral-07-synthetic-fin-de-siecle-portrait.jpg,external-reference,unknown,inspiration-only,quarantine,peripheral-or-misaligned,,references/external/quarantine/peripheral-or-misaligned/peripheral-07-synthetic-fin-de-siecle-portrait.jpg,approved,Explicitly quarantined as peripheral or misaligned to the core system.,
17,photo_17_2026-07-16_01-21-36.jpg,photo_17_2026-07-16_01-21-36.jpg,photo_17_2026-07-16_01-21-36.jpg,external-reference,unknown,inspiration-only,hold,,,references/external/hold/photo_17_2026-07-16_01-21-36.jpg,pending,Unassigned in set 01; retained in hold for future review without inventing a descriptive rename.,Original intake filename preserved pending future curation.
18,photo_18_2026-07-16_01-21-36.jpg,photo_18_2026-07-16_01-21-36.jpg,photo_18_2026-07-16_01-21-36.jpg,external-reference,unknown,inspiration-only,hold,,,references/external/hold/photo_18_2026-07-16_01-21-36.jpg,pending,Unassigned in set 01; retained in hold for future review without inventing a descriptive rename.,Original intake filename preserved pending future curation.
21,photo_21_2026-07-16_01-21-36.jpg,photo_21_2026-07-16_01-21-36.jpg,photo_21_2026-07-16_01-21-36.jpg,external-reference,unknown,inspiration-only,hold,,,references/external/hold/photo_21_2026-07-16_01-21-36.jpg,pending,Unassigned in set 01; retained in hold for future review without inventing a descriptive rename.,Original intake filename preserved pending future curation.
22,photo_22_2026-07-16_01-21-36.jpg,photo_22_2026-07-16_01-21-36.jpg,photo_22_2026-07-16_01-21-36.jpg,external-reference,unknown,inspiration-only,hold,,,references/external/hold/photo_22_2026-07-16_01-21-36.jpg,pending,Unassigned in set 01; retained in hold for future review without inventing a descriptive rename.,Original intake filename preserved pending future curation.
23,photo_23_2026-07-16_01-21-36.jpg,photo_23_2026-07-16_01-21-36.jpg,photo_23_2026-07-16_01-21-36.jpg,external-reference,unknown,inspiration-only,hold,,,references/external/hold/photo_23_2026-07-16_01-21-36.jpg,pending,Unassigned in set 01; retained in hold for future review without inventing a descriptive rename.,Original intake filename preserved pending future curation.
24,photo_24_2026-07-16_01-21-36.jpg,photo_24_2026-07-16_01-21-36.jpg,photo_24_2026-07-16_01-21-36.jpg,external-reference,unknown,inspiration-only,hold,,,references/external/hold/photo_24_2026-07-16_01-21-36.jpg,pending,Unassigned in set 01; retained in hold for future review without inventing a descriptive rename.,Original intake filename preserved pending future curation.
32,photo_32_2026-07-16_01-21-36.jpg,photo_32_2026-07-16_01-21-36.jpg,photo_32_2026-07-16_01-21-36.jpg,external-reference,unknown,inspiration-only,hold,,,references/external/hold/photo_32_2026-07-16_01-21-36.jpg,pending,Unassigned in set 01; retained in hold for future review without inventing a descriptive rename.,Original intake filename preserved pending future curation.
36,photo_36_2026-07-16_01-21-36.jpg,photo_36_2026-07-16_01-21-36.jpg,photo_36_2026-07-16_01-21-36.jpg,external-reference,unknown,inspiration-only,hold,,,references/external/hold/photo_36_2026-07-16_01-21-36.jpg,pending,Unassigned in set 01; retained in hold for future review without inventing a descriptive rename.,Original intake filename preserved pending future curation.
43,photo_43_2026-07-16_01-21-36.jpg,photo_43_2026-07-16_01-21-36.jpg,photo_43_2026-07-16_01-21-36.jpg,external-reference,unknown,inspiration-only,hold,,,references/external/hold/photo_43_2026-07-16_01-21-36.jpg,pending,Unassigned in set 01; retained in hold for future review without inventing a descriptive rename.,Original intake filename preserved pending future curation.
47,photo_47_2026-07-16_01-21-36.jpg,photo_47_2026-07-16_01-21-36.jpg,photo_47_2026-07-16_01-21-36.jpg,external-reference,unknown,inspiration-only,hold,,,references/external/hold/photo_47_2026-07-16_01-21-36.jpg,pending,Unassigned in set 01; retained in hold for future review without inventing a descriptive rename.,Original intake filename preserved pending future curation.
50,photo_50_2026-07-16_01-21-36.jpg,photo_50_2026-07-16_01-21-36.jpg,photo_50_2026-07-16_01-21-36.jpg,external-reference,unknown,inspiration-only,hold,,,references/external/hold/photo_50_2026-07-16_01-21-36.jpg,pending,Unassigned in set 01; retained in hold for future review without inventing a descriptive rename.,Original intake filename preserved pending future curation.
52,photo_52_2026-07-16_01-21-36.jpg,photo_52_2026-07-16_01-21-36.jpg,photo_52_2026-07-16_01-21-36.jpg,external-reference,unknown,inspiration-only,hold,,,references/external/hold/photo_52_2026-07-16_01-21-36.jpg,pending,Unassigned in set 01; retained in hold for future review without inventing a descriptive rename.,Original intake filename preserved pending future curation.
